epoch,iteration,wd,gradient_penality,wd_loss,generator_loss
6,400,-10.97564697265625,5.3067121505737305,-5.6689348220825195,10.567378044128418
6,500,-20.38528823852539,5.572013854980469,-14.813274383544922,11.011674880981445
7,0,-16.899587631225586,5.797335624694824,-11.102252006530762,10.308990478515625
7,100,-16.329784393310547,5.186224460601807,-11.143560409545898,36.824676513671875
7,200,-14.25391674041748,4.556859970092773,-9.697056770324707,18.114883422851562
7,300,-17.698474884033203,4.787881374359131,-12.910593032836914,27.852664947509766
7,400,-8.206281661987305,4.020820140838623,-4.185461521148682,18.97007179260254
7,500,-14.61489486694336,4.1225175857543945,-10.492377281188965,31.93062973022461
8,0,-10.11164665222168,4.148089408874512,-5.963557243347168,28.40194320678711
8,100,-7.212675094604492,3.8364224433898926,-3.3762526512145996,27.612083435058594
8,200,-6.6862030029296875,3.838550567626953,-2.8476524353027344,15.223682403564453
8,300,-9.187906265258789,3.7301487922668457,-5.457757472991943,20.24567413330078
8,400,-6.347370147705078,3.830105781555176,-2.5172643661499023,25.09984016418457
8,500,-5.772869110107422,3.885206937789917,-1.8876621723175049,28.899553298950195
9,0,-6.953510284423828,3.71244478225708,-3.241065502166748,33.63579559326172
9,100,-14.206369400024414,3.8300294876098633,-10.37633991241455,37.02715301513672
9,200,-15.207439422607422,3.8573310375213623,-11.35010814666748,36.283294677734375
9,300,-16.906726837158203,3.9681484699249268,-12.938578605651855,56.55868911743164
9,400,-15.92509651184082,4.183962345123291,-11.741134643554688,39.977088928222656
9,500,-12.2021484375,4.471564292907715,-7.730584144592285,47.775390625
10,0,-14.256099700927734,4.299891471862793,-9.956208229064941,47.05754089355469
10,100,-19.468536376953125,4.0100812911987305,-15.458455085754395,36.138450622558594
10,200,-26.472434997558594,4.544370651245117,-21.928064346313477,53.662315368652344
10,300,-11.505489349365234,5.161003112792969,-6.344486236572266,45.689361572265625
10,400,-22.966041564941406,5.295059680938721,-17.670982360839844,37.408199310302734
10,500,-30.0490779876709,7.541803359985352,-22.507274627685547,63.4267578125
11,0,5.167722702026367,6.343765735626221,11.51148796081543,34.01715850830078
11,100,-40.796260833740234,5.802215576171875,-34.99404525756836,12.682847023010254
11,200,-29.23569679260254,7.754683494567871,-21.481014251708984,47.190887451171875
11,300,5.8323516845703125,3.8130249977111816,9.645376205444336,-30.034217834472656
11,400,-8.010686874389648,5.038585662841797,-2.9721012115478516,26.071807861328125
11,500,-20.54576873779297,5.688043117523193,-14.857725143432617,66.81089782714844
12,0,-7.942455291748047,4.32598876953125,-3.616466522216797,40.92499542236328
12,100,-4.465156555175781,4.278247356414795,-0.18690919876098633,32.81742477416992
12,200,-6.230258941650391,4.6231818199157715,-1.6070771217346191,19.49785041809082
12,300,-2.5214037895202637,3.6988325119018555,1.1774287223815918,-5.700369358062744
12,400,-10.652400970458984,4.920038223266602,-5.732362747192383,-24.952056884765625
12,500,-11.067584991455078,5.816519737243652,-5.251065254211426,36.61775207519531
13,0,-17.417665481567383,4.6184916496276855,-12.799173355102539,31.893817901611328
13,100,-13.95673942565918,4.715308666229248,-9.241430282592773,14.125091552734375
13,200,-13.723325729370117,5.120517730712891,-8.602807998657227,34.17414474487305
13,300,-31.87289810180664,6.609225749969482,-25.263671875,31.57815933227539
13,400,-8.194299697875977,5.767551422119141,-2.426748275756836,40.61199951171875
13,500,-38.259361267089844,8.072261810302734,-30.18709945678711,73.46566009521484
14,0,-23.74624252319336,7.794632911682129,-15.95160961151123,56.90583801269531
14,100,-65.72935485839844,5.678360462188721,-60.050994873046875,53.532928466796875
14,200,-12.772918701171875,6.550774574279785,-6.22214412689209,95.51171112060547
14,300,-14.511741638183594,5.325152397155762,-9.186589241027832,46.36461639404297
14,400,-30.898441314697266,5.548306465148926,-25.350135803222656,45.61332702636719
14,500,-37.11993408203125,8.84296989440918,-28.27696418762207,69.41815185546875
15,0,-40.22167205810547,10.984635353088379,-29.237037658691406,65.61897277832031
15,100,-48.62867736816406,8.875223159790039,-39.753456115722656,18.316741943359375
15,200,-26.703535079956055,5.264111042022705,-21.439424514770508,-5.010836124420166
15,300,-68.22206115722656,8.821534156799316,-59.40052795410156,82.45808410644531
15,400,-9.784507751464844,5.305362701416016,-4.479145050048828,28.649154663085938
15,500,-16.00213623046875,4.537103652954102,-11.465032577514648,0.8147888779640198
16,0,-7.660806655883789,5.621927261352539,-2.03887939453125,-13.814992904663086
16,100,-9.480518341064453,6.593697547912598,-2.8868207931518555,46.83879852294922
16,200,-14.408049583435059,5.890934467315674,-8.517114639282227,24.24060821533203
16,300,-10.215837478637695,5.967883110046387,-4.247954368591309,43.509307861328125
16,400,-24.240840911865234,6.628322601318359,-17.612518310546875,24.406307220458984
16,500,-4.520188331604004,6.122016906738281,1.6018285751342773,21.201692581176758
17,0,-15.066995620727539,5.240747928619385,-9.826248168945312,26.757766723632812
17,100,-18.449522018432617,6.487734794616699,-11.961787223815918,14.344819068908691
17,200,-62.24412155151367,13.707923889160156,-48.536197662353516,98.606689453125
17,300,-19.90492057800293,7.197660446166992,-12.707260131835938,42.726707458496094
17,400,-19.76525115966797,6.051745414733887,-13.713505744934082,24.536788940429688
17,500,-25.12232208251953,5.353348255157471,-19.76897430419922,17.19756507873535
18,0,-10.209324836730957,5.530872821807861,-4.678452014923096,13.080910682678223
18,100,-19.05328369140625,6.213153839111328,-12.840129852294922,32.705223083496094
18,200,-20.794124603271484,7.837161064147949,-12.956963539123535,46.037532806396484
18,300,-25.436986923217773,6.399116039276123,-19.037870407104492,38.76934814453125
18,400,-14.856142044067383,6.018030643463135,-8.838111877441406,11.350811004638672
18,500,-21.677534103393555,6.221570014953613,-15.455964088439941,13.76663589477539
19,0,-36.784149169921875,5.646722793579102,-31.137426376342773,12.158717155456543
19,100,-8.476282119750977,8.733156204223633,0.25687408447265625,21.737438201904297
19,200,-32.64472579956055,6.672510147094727,-25.97221565246582,20.942996978759766
19,300,-15.437246322631836,5.264788627624512,-10.172457695007324,3.5677571296691895
19,400,-17.458110809326172,5.91696834564209,-11.541142463684082,6.08845329284668
19,500,-34.5080680847168,6.1856689453125,-28.322399139404297,47.620914459228516
20,0,-12.581493377685547,6.880129814147949,-5.701363563537598,42.96906661987305
20,100,-33.23517608642578,7.005741596221924,-26.229434967041016,45.0926399230957
20,200,-25.491291046142578,8.242036819458008,-17.24925422668457,46.49859619140625
20,300,-16.59264373779297,5.830348968505859,-10.76229476928711,21.201251983642578
20,400,-1.690969467163086,6.749837875366211,5.058868408203125,17.967636108398438
20,500,-14.092519760131836,6.0004448890686035,-8.09207534790039,14.809541702270508
21,0,-8.10207462310791,6.441133499145508,-1.6609411239624023,22.408342361450195
21,100,-15.291625022888184,6.589077949523926,-8.702547073364258,26.500011444091797
21,200,-18.960124969482422,6.009906768798828,-12.950218200683594,33.93407440185547
21,300,-3.235483169555664,7.861538887023926,4.626055717468262,29.065528869628906
21,400,-20.67007827758789,5.694331169128418,-14.975747108459473,16.729745864868164
21,500,-16.368133544921875,5.344359874725342,-11.023773193359375,17.860307693481445
22,0,-19.391742706298828,5.766427516937256,-13.625314712524414,37.941261291503906
22,100,-21.324928283691406,6.629565238952637,-14.69536304473877,43.59138488769531
22,200,-10.230892181396484,5.023842811584473,-5.207049369812012,47.14537048339844
22,300,-30.059188842773438,5.381488800048828,-24.67770004272461,35.08696365356445
22,400,-14.14059829711914,5.053114891052246,-9.087483406066895,33.955142974853516
22,500,-4.035804748535156,5.402535438537598,1.3667306900024414,40.59494400024414
23,0,-12.999629020690918,5.330652236938477,-7.668976783752441,22.615243911743164
23,100,0.36591529846191406,4.982533931732178,5.348449230194092,30.009716033935547
23,200,-22.146194458007812,5.470566272735596,-16.675628662109375,38.393592834472656
23,300,0.8163890838623047,5.603692531585693,6.420081615447998,35.272438049316406
23,400,-6.532680511474609,4.788548469543457,-1.7441320419311523,55.50669860839844
23,500,-5.676586151123047,5.58433723449707,-0.09224891662597656,47.37036895751953
24,0,-12.631561279296875,4.8023786544799805,-7.8291826248168945,37.485015869140625
24,100,-16.050628662109375,4.28002405166626,-11.770605087280273,56.7496337890625
24,200,-13.31228256225586,4.9112677574157715,-8.40101432800293,35.44011688232422
24,300,-17.405025482177734,4.534701347351074,-12.87032413482666,37.771244049072266
24,400,-24.315994262695312,4.92282772064209,-19.393165588378906,37.417972564697266
24,500,-16.81800079345703,4.60948371887207,-12.208517074584961,36.81548309326172
25,0,-5.8045196533203125,4.927984237670898,-0.8765354156494141,29.704627990722656
25,100,1.4324722290039062,4.859701633453369,6.292173862457275,45.43968963623047
25,200,-12.768400192260742,4.297979354858398,-8.470420837402344,43.95884704589844
25,300,-13.217472076416016,4.420867443084717,-8.79660415649414,52.57433319091797
25,400,-14.515142440795898,5.049552917480469,-9.46558952331543,22.349201202392578
25,500,-14.232337951660156,4.526144027709961,-9.706193923950195,55.75244903564453
26,0,-24.3944091796875,4.19962739944458,-20.194782257080078,60.453983306884766
26,100,-23.62759017944336,5.04141902923584,-18.586170196533203,46.25959777832031
26,200,-6.734458923339844,4.309354305267334,-2.4251046180725098,49.082374572753906
26,300,1.5273170471191406,4.694719314575195,6.222036361694336,58.63260269165039
26,400,-14.201969146728516,4.292168140411377,-9.909801483154297,56.02095413208008
26,500,-19.782855987548828,4.359410762786865,-15.423444747924805,33.22135925292969
27,0,-14.630952835083008,4.9441819190979,-9.686771392822266,35.255271911621094
27,100,-1.3093032836914062,4.596341133117676,3.2870378494262695,41.054962158203125
27,200,-20.929283142089844,4.246146202087402,-16.683135986328125,61.79943084716797
27,300,-31.491180419921875,5.607314109802246,-25.883865356445312,45.439903259277344
27,400,-17.445030212402344,5.172811508178711,-12.272218704223633,80.72364807128906
27,500,-24.168792724609375,5.709226608276367,-18.459566116333008,20.019922256469727
28,0,-15.002477645874023,6.090121746063232,-8.912355422973633,20.755550384521484
28,100,-1.7995414733886719,4.576410293579102,2.7768688201904297,66.9430160522461
28,200,-22.73739242553711,4.409808158874512,-18.32758331298828,45.95181655883789
28,300,-5.755889892578125,4.850721836090088,-0.9051680564880371,58.66288757324219
28,400,-3.31439208984375,5.287260055541992,1.9728679656982422,41.65760040283203
28,500,-5.164752960205078,4.628713607788086,-0.5360393524169922,41.87077331542969
29,0,-4.168128967285156,4.368078231811523,0.1999492645263672,48.53790283203125
29,100,-3.275787353515625,4.674178123474121,1.398390769958496,55.11975860595703
29,200,-14.467151641845703,4.809182167053223,-9.65796947479248,65.69154357910156
29,300,-11.583717346191406,4.444818019866943,-7.138899326324463,85.16722106933594
29,400,-6.72088623046875,4.62886381149292,-2.09202241897583,91.24947357177734
29,500,-16.97265625,5.403597831726074,-11.569058418273926,43.67213821411133
30,0,-7.3623809814453125,4.952723026275635,-2.4096579551696777,50.88540267944336
30,100,-7.355243682861328,4.514002323150635,-2.8412413597106934,27.814476013183594
30,200,-12.2593994140625,4.642306804656982,-7.617092609405518,74.9798812866211
30,300,-15.248441696166992,5.155998229980469,-10.092443466186523,31.481369018554688
30,400,-7.1221923828125,4.42840576171875,-2.69378662109375,99.22157287597656
30,500,-15.367542266845703,4.446359634399414,-10.921182632446289,50.85059356689453
31,0,-19.80862045288086,4.283080577850342,-15.52553939819336,45.594390869140625
31,100,-16.16375732421875,5.206967353820801,-10.95678997039795,47.80019760131836
31,200,-13.742125511169434,4.6721367835998535,-9.069988250732422,2.8339147567749023
31,300,-18.625072479248047,4.734156131744385,-13.89091682434082,23.350982666015625
31,400,-1.2505149841308594,4.073962688446045,2.8234477043151855,16.949790954589844
31,500,-0.2155914306640625,4.810914516448975,4.595323085784912,39.6119499206543
32,0,-3.117279052734375,5.116904258728027,1.9996252059936523,33.89197540283203
32,100,-10.914413452148438,4.251276016235352,-6.663137435913086,46.720542907714844
32,200,9.55645751953125,5.134815216064453,14.691272735595703,69.08511352539062
32,300,-20.98199462890625,4.87156343460083,-16.110431671142578,50.99150085449219
32,400,-29.548683166503906,5.173480987548828,-24.375202178955078,63.09055709838867
32,500,-30.87862777709961,4.457910537719727,-26.420717239379883,55.07069396972656
33,0,-20.412906646728516,4.636856555938721,-15.776050567626953,38.7435188293457
33,100,-14.766010284423828,4.856086254119873,-9.909923553466797,33.44023132324219
33,200,-20.11050796508789,5.6815385818481445,-14.428969383239746,11.011335372924805
33,300,-17.509361267089844,4.483546257019043,-13.0258150100708,54.426673889160156
33,400,-12.111003875732422,5.498565673828125,-6.612438201904297,53.64771270751953
33,500,-23.472518920898438,6.334721565246582,-17.137798309326172,68.28889465332031
34,0,0.922210693359375,5.605749607086182,6.527960300445557,47.312156677246094
34,100,-22.323863983154297,4.369861125946045,-17.954002380371094,64.9646224975586
34,200,-1.754730224609375,5.794304847717285,4.03957462310791,42.1046257019043
34,300,-16.54009246826172,6.28810977935791,-10.251982688903809,57.891441345214844
34,400,-28.076988220214844,5.9471893310546875,-22.129798889160156,22.833877563476562
34,500,-11.815948486328125,5.200243949890137,-6.615704536437988,70.18511962890625
35,0,-20.048648834228516,5.514614582061768,-14.534034729003906,68.15104675292969
35,100,-9.359432220458984,5.780219078063965,-3.5792131423950195,58.91443634033203
35,200,-18.588722229003906,5.133613586425781,-13.455108642578125,73.24256896972656
35,300,-16.553489685058594,5.317517280578613,-11.23597240447998,57.84844207763672
35,400,0.7238807678222656,5.3438401222229,6.067720890045166,47.302024841308594
35,500,-20.053199768066406,6.791565895080566,-13.26163387298584,55.5112190246582
36,0,-7.394329071044922,6.309598922729492,-1.0847301483154297,66.3227767944336
36,100,-7.09478759765625,5.836747169494629,-1.258040428161621,82.68891143798828
36,200,-1.2165290117263794,4.283648490905762,3.067119598388672,8.836544036865234
36,300,-19.99007797241211,4.711419105529785,-15.278658866882324,51.0406608581543
36,400,-14.167304992675781,6.471585750579834,-7.695719242095947,6.399625301361084
36,500,-6.052371501922607,4.886011600494385,-1.1663599014282227,3.124638080596924
37,0,-2.4567806720733643,5.5129523277282715,3.0561716556549072,8.34034538269043
37,100,-26.043006896972656,5.751956939697266,-20.29104995727539,80.55561828613281
37,200,-29.20996856689453,6.865771293640137,-22.344196319580078,42.9019660949707
37,300,-8.574874877929688,6.832179546356201,-1.7426953315734863,34.09300231933594
37,400,-11.897247314453125,6.007665634155273,-5.889581680297852,47.102787017822266
37,500,-4.141549110412598,6.397037506103516,2.255488395690918,27.73811149597168
38,0,-9.001712799072266,5.38734245300293,-3.614370346069336,36.08727264404297
38,100,-27.161680221557617,5.609792709350586,-21.55188751220703,53.06740188598633
38,200,-12.633773803710938,6.647292137145996,-5.986481666564941,30.06150245666504
38,300,-10.815391540527344,5.798428058624268,-5.016963481903076,46.44626998901367
38,400,-9.36208724975586,5.886039733886719,-3.4760475158691406,59.12865447998047
38,500,-19.97515869140625,6.3971099853515625,-13.578048706054688,42.45960998535156
39,0,-25.07946014404297,5.82550048828125,-19.25395965576172,56.00404739379883
39,100,-7.164623260498047,6.167746543884277,-0.9968767166137695,51.280601501464844
39,200,-20.589088439941406,5.993099689483643,-14.595989227294922,58.261451721191406
39,300,-10.923271179199219,6.7425384521484375,-4.180732727050781,64.0438232421875
39,400,-7.332920074462891,5.588025093078613,-1.7448949813842773,72.30778503417969
39,500,-8.163066864013672,6.127131462097168,-2.035935401916504,60.36752700805664
40,0,-17.7666015625,7.2089996337890625,-10.557601928710938,56.30690002441406
40,100,-13.377540588378906,6.897496223449707,-6.480044364929199,63.297637939453125
40,200,-18.940372467041016,6.016119956970215,-12.9242525100708,75.35957336425781
40,300,-17.520645141601562,5.7028889656066895,-11.817756652832031,79.40814208984375
40,400,-18.527992248535156,6.691236972808838,-11.836755752563477,60.147918701171875
40,500,-21.294898986816406,5.497116565704346,-15.797782897949219,81.79232788085938
41,0,-16.039291381835938,6.46213436126709,-9.577157020568848,77.21635437011719
41,100,-23.092979431152344,7.48588752746582,-15.607091903686523,44.933006286621094
41,200,-10.134990692138672,6.603828430175781,-3.5311622619628906,56.985572814941406
41,300,-16.648517608642578,6.868804931640625,-9.779712677001953,69.72845458984375
41,400,-17.984291076660156,6.305309295654297,-11.67898178100586,64.81167602539062
41,500,-24.468036651611328,7.923617362976074,-16.544418334960938,67.29072570800781
42,0,-14.569137573242188,7.790571212768555,-6.778566360473633,68.82452392578125
42,100,-31.774757385253906,6.833899021148682,-24.940858840942383,72.20033264160156
42,200,-24.159366607666016,6.344722747802734,-17.81464385986328,63.66563415527344
42,300,-25.467670440673828,5.967069625854492,-19.500600814819336,68.6771469116211
42,400,-11.11246109008789,6.724155426025391,-4.3883056640625,57.88824462890625
42,500,-15.776695251464844,6.669976711273193,-9.106718063354492,65.88778686523438
43,0,-6.389812469482422,5.310001373291016,-1.0798110961914062,64.24636840820312
43,100,-23.941574096679688,5.765293121337891,-18.176280975341797,81.72171783447266
43,200,-19.42673110961914,5.819827079772949,-13.606904029846191,36.05542755126953
43,300,-17.454933166503906,5.830782890319824,-11.624150276184082,68.4637222290039
43,400,-11.798789978027344,6.9322052001953125,-4.866584777832031,52.849159240722656
43,500,-12.406017303466797,7.147664546966553,-5.258352756500244,79.58268737792969
44,0,-15.26312255859375,5.828742980957031,-9.434379577636719,88.56611633300781
44,100,-30.32164764404297,6.797704219818115,-23.523942947387695,63.69793701171875
44,200,-19.72699737548828,6.602725982666016,-13.124271392822266,73.30599975585938
44,300,-14.51754379272461,5.4891357421875,-9.02840805053711,59.755088806152344
44,400,-32.749061584472656,6.220263481140137,-26.528797149658203,70.62728881835938
44,500,-19.176246643066406,6.6989288330078125,-12.477317810058594,58.71070861816406
45,0,-41.22725296020508,7.6004862785339355,-33.626766204833984,71.83184814453125
45,100,-35.32544708251953,6.846203804016113,-28.479244232177734,85.52838897705078
45,200,-22.033458709716797,7.124731540679932,-14.908727645874023,56.58527374267578
45,300,-25.312957763671875,6.963052272796631,-18.349905014038086,69.89088439941406
45,400,-12.44842529296875,7.447175025939941,-5.001250267028809,75.25303649902344
45,500,-17.619293212890625,6.761782169342041,-10.857511520385742,74.431640625
46,0,-25.823867797851562,7.2821946144104,-18.54167366027832,75.21831512451172
46,100,-25.793781280517578,6.862742900848389,-18.93103790283203,69.57142639160156
46,200,-35.84309387207031,7.831846237182617,-28.011247634887695,84.3365478515625
46,300,-11.788063049316406,6.772333145141602,-5.015729904174805,73.42973327636719
46,400,-37.03846740722656,6.927420616149902,-30.111045837402344,96.20207214355469
46,500,-3.3720626831054688,7.283934593200684,3.911871910095215,79.31027221679688
47,0,-18.58475112915039,6.747346878051758,-11.837404251098633,90.13761901855469
47,100,-18.261276245117188,6.24169397354126,-12.019582748413086,88.08921813964844
47,200,-26.443180084228516,6.931013107299805,-19.51216697692871,58.74843978881836
47,300,-15.328125,7.432925224304199,-7.895199775695801,93.88727569580078
47,400,-31.95757293701172,7.902400493621826,-24.055171966552734,60.248046875
47,500,-24.505813598632812,7.315073013305664,-17.19074058532715,87.09394836425781
48,0,-27.577682495117188,8.213578224182129,-19.364105224609375,92.73330688476562
48,100,-26.306900024414062,6.885321140289307,-19.421579360961914,61.62335205078125
48,200,-13.044097900390625,6.118860721588135,-6.92523717880249,82.28427124023438
48,300,-6.819019317626953,7.4819159507751465,0.6628966331481934,48.86096954345703
48,400,-20.581104278564453,7.435521602630615,-13.14558219909668,81.70011138916016
48,500,-10.0555419921875,7.395410060882568,-2.6601319313049316,58.19688415527344
49,0,-12.335346221923828,8.00421142578125,-4.331134796142578,46.594818115234375
49,100,-28.370014190673828,7.516761779785156,-20.853252410888672,53.00559616088867
49,200,-8.9678955078125,6.013584136962891,-2.9543113708496094,78.70103454589844
49,300,-24.257858276367188,5.877109527587891,-18.380748748779297,53.31731414794922
49,400,-11.693328857421875,6.112449645996094,-5.580879211425781,70.2089614868164
49,500,-22.721649169921875,6.7005615234375,-16.021087646484375,89.1153335571289
50,0,-35.974517822265625,7.2691969871521,-28.705320358276367,80.72056579589844
50,100,-7.298271179199219,8.08955192565918,0.7912807464599609,82.92240905761719
50,200,-6.837352752685547,7.398479461669922,0.561126708984375,73.87590026855469
50,300,-3.3661422729492188,7.438412666320801,4.072270393371582,39.6635856628418
50,400,-25.374534606933594,7.649082183837891,-17.725452423095703,78.07380676269531
50,500,-16.943347930908203,7.795286178588867,-9.148061752319336,68.85757446289062
51,0,-8.79245376586914,7.330780506134033,-1.4616732597351074,51.251426696777344
51,100,-17.995372772216797,6.968066692352295,-11.027305603027344,44.169349670410156
51,200,-18.848907470703125,7.611508846282959,-11.237398147583008,101.8533706665039
51,300,-14.385847091674805,6.304936408996582,-8.080910682678223,47.22865295410156
51,400,-3.381072998046875,7.5841474533081055,4.2030744552612305,43.21534729003906
51,500,-14.208503723144531,7.3049821853637695,-6.903521537780762,84.23640441894531
52,0,-10.379467010498047,7.66776180267334,-2.711705207824707,51.43119812011719
52,100,-17.76915740966797,8.151496887207031,-9.617660522460938,60.414955139160156
52,200,-17.31719970703125,7.594592571258545,-9.722606658935547,86.20793914794922
52,300,-39.639892578125,7.638763427734375,-32.001129150390625,60.78105926513672
52,400,-32.168601989746094,6.735692977905273,-25.43290901184082,80.96199035644531
52,500,-33.235504150390625,7.155134677886963,-26.08036994934082,82.23698425292969
53,0,-20.416526794433594,7.61913537979126,-12.797391891479492,90.20941162109375
53,100,-32.028968811035156,7.436096668243408,-24.592872619628906,96.41629028320312
53,200,-41.34418487548828,7.566630840301514,-33.77755355834961,97.86298370361328
53,300,-9.197444915771484,7.55830717086792,-1.6391377449035645,75.4912109375
53,400,-23.6187744140625,6.541039943695068,-17.077733993530273,116.71089935302734
53,500,-12.515682220458984,8.653909683227539,-3.8617725372314453,62.84961700439453
54,0,-10.693412780761719,9.50035285949707,-1.1930599212646484,49.3156623840332
54,100,-31.08605194091797,7.295683860778809,-23.790367126464844,108.21037292480469
54,200,-12.87839126586914,8.308448791503906,-4.569942474365234,57.524288177490234
54,300,-28.501171112060547,7.497608661651611,-21.003562927246094,91.1832275390625
54,400,-33.74209976196289,7.9814887046813965,-25.760610580444336,81.96141815185547
54,500,-17.42132568359375,7.632619857788086,-9.788705825805664,102.80522918701172
55,0,-14.136802673339844,7.249213218688965,-6.887589454650879,95.84226989746094
55,100,-17.16240692138672,8.485710144042969,-8.67669677734375,66.94923400878906
55,200,-40.157955169677734,8.945394515991211,-31.212560653686523,72.10108947753906
55,300,-16.03619384765625,6.651418209075928,-9.384775161743164,73.08001708984375
55,400,-27.418060302734375,6.7145891189575195,-20.703472137451172,80.88810729980469
55,500,-20.769004821777344,7.382593154907227,-13.386411666870117,90.18606567382812
56,0,-9.551239013671875,6.348958969116211,-3.202280044555664,79.87142181396484
56,100,-8.616165161132812,9.117018699645996,0.5008535385131836,89.0716781616211
56,200,-17.33806610107422,7.736941337585449,-9.60112476348877,93.40214538574219
56,300,-31.028160095214844,7.1279449462890625,-23.90021514892578,114.25896453857422
56,400,-0.89208984375,7.11412239074707,6.22203254699707,74.76932525634766
56,500,-19.80921173095703,7.201651573181152,-12.607560157775879,89.0443344116211
57,0,-10.02764892578125,6.4218034744262695,-3.6058454513549805,98.50985717773438
57,100,-5.5386199951171875,6.3489885330200195,0.810368537902832,66.85052490234375
57,200,-24.75030517578125,6.198311805725098,-18.55199432373047,103.68424987792969
57,300,-12.722000122070312,6.660821914672852,-6.061178207397461,95.52306365966797
57,400,-20.215072631835938,6.653805732727051,-13.561266899108887,84.78675842285156
57,500,-23.461807250976562,7.005301475524902,-16.456504821777344,103.25235748291016
58,0,-21.695274353027344,7.516489028930664,-14.17878532409668,93.74386596679688
58,100,-15.572853088378906,7.025599479675293,-8.547253608703613,75.55062866210938
58,200,-20.27535629272461,7.603580474853516,-12.671775817871094,64.2539291381836
58,300,-11.760894775390625,7.090291976928711,-4.670602798461914,99.9245834350586
58,400,-46.367645263671875,6.825430393218994,-39.542213439941406,96.5916976928711
58,500,-21.875320434570312,6.183572292327881,-15.691747665405273,108.52113342285156
59,0,-25.584388732910156,6.153759956359863,-19.43062973022461,107.768310546875
59,100,-23.938533782958984,7.254822254180908,-16.683712005615234,78.8187026977539
59,200,-33.84630584716797,6.836589813232422,-27.009716033935547,101.91857147216797
59,300,-19.89874267578125,6.416447639465332,-13.482295036315918,101.42166137695312
59,400,-16.4442138671875,7.060819149017334,-9.383394241333008,70.85743713378906
59,500,-16.820343017578125,6.00759744644165,-10.812746047973633,111.14757537841797
60,0,-19.923179626464844,6.363129615783691,-13.560050010681152,95.13294982910156
60,100,-22.61945343017578,7.259607315063477,-15.359846115112305,82.46517944335938
60,200,-11.393096923828125,6.442307472229004,-4.950789451599121,84.14664459228516
60,300,-27.622032165527344,8.514777183532715,-19.107254028320312,102.76263427734375
