iteration,epoch,wd,gradient_penality,wd_loss,generator_loss
0,0,0.0002956157550215721,9.999428749084473,9.999724388122559,0.0037373430095613003
0,250,0.3116879463195801,9.375396728515625,9.687084197998047,-3.6018505096435547
0,500,0.4228324890136719,9.53250789642334,9.955340385437012,-11.1351318359375
0,750,-3.107189893722534,8.48437213897705,5.3771820068359375,-0.319985568523407
0,1000,-0.16138124465942383,8.601272583007812,8.439891815185547,-5.854778289794922
1,1250,-0.7798638343811035,8.243986129760742,7.464122295379639,-3.7332375049591064
1,1500,-0.2690725326538086,7.872188568115234,7.603116035461426,-6.185822486877441
1,1750,-4.034976959228516,7.78576135635376,3.750784397125244,-0.7216974496841431
1,2000,-1.8133409023284912,7.3666839599609375,5.553342819213867,-0.7460364103317261
2,2250,7.200739860534668,6.695873260498047,13.896613121032715,-17.861122131347656
2,2500,-2.741069793701172,6.388837814331055,3.647768020629883,5.359542369842529
2,2750,-4.251190185546875,5.883433818817139,1.6322436332702637,4.555501937866211
2,3000,-8.054533004760742,6.059906959533691,-1.9946260452270508,5.166191577911377
3,3250,-5.467600345611572,6.7401838302612305,1.2725834846496582,-7.440176010131836
3,3500,-7.898340225219727,5.359551906585693,-2.538788318634033,5.319174289703369
3,3750,-4.472388744354248,5.506455898284912,1.034067153930664,-0.8448842763900757
3,4000,-4.328193187713623,5.39974308013916,1.071549892425537,-3.3505442142486572
4,4250,-3.8882884979248047,5.289430618286133,1.4011421203613281,-4.691677093505859
4,4500,0.8856635093688965,5.216122150421143,6.101785659790039,2.5650312900543213
4,4750,-0.7869517803192139,5.177326202392578,4.390374183654785,-2.504175901412964
4,5000,3.2710938453674316,5.170198440551758,8.441291809082031,4.39125394821167
5,5250,-6.439117431640625,5.091544151306152,-1.3475732803344727,-2.974231719970703
5,5500,2.3087024688720703,4.961833953857422,7.270536422729492,-7.653364181518555
5,5750,-3.377509593963623,4.969816207885742,1.5923066139221191,1.0456581115722656
5,6000,1.6605796813964844,4.886645793914795,6.547225475311279,2.604818105697632
6,6250,2.6930007934570312,4.8148393630981445,7.507840156555176,-14.483148574829102
6,6500,1.2398717403411865,4.813417911529541,6.053289413452148,4.78537654876709
6,6750,-3.1869330406188965,4.928933143615723,1.7420001029968262,3.7067036628723145
6,7000,1.3494997024536133,4.710230350494385,6.059730052947998,-5.459174156188965
7,7250,-2.0857889652252197,4.849109172821045,2.763320207595825,5.035087585449219
7,7500,-5.293101787567139,4.609729766845703,-0.6833720207214355,-0.9416393041610718
7,7750,-8.131937980651855,4.627791881561279,-3.504146099090576,4.560220241546631
7,8000,-4.745471477508545,4.428182601928711,-0.317288875579834,16.57316017150879
8,8250,-2.996735095977783,4.793653964996338,1.7969188690185547,11.68351936340332
8,8500,4.153254508972168,4.516288757324219,8.669543266296387,1.7234772443771362
8,8750,-2.861452341079712,4.693943977355957,1.8324916362762451,1.6709437370300293
8,9000,3.992819309234619,4.312498092651367,8.305316925048828,6.0658087730407715
8,9250,-9.845478057861328,4.809054374694824,-5.036423683166504,3.0088841915130615
9,9500,0.31352949142456055,5.222228050231934,5.535757541656494,5.335707664489746
9,9750,0.6601108312606812,4.469613552093506,5.129724502563477,4.021618843078613
9,10000,-1.9086072444915771,4.70161247253418,2.7930052280426025,2.400763988494873
9,10250,-13.200705528259277,5.276797294616699,-7.923908233642578,12.7340087890625
10,10500,1.3382301330566406,4.629885673522949,5.96811580657959,4.729120254516602
10,10750,-5.147391319274902,5.2398152351379395,0.09242391586303711,8.875726699829102
10,11000,-4.488997936248779,4.463166236877441,-0.02583169937133789,6.6579389572143555
10,11250,2.5804190635681152,4.398284912109375,6.97870397567749,6.1148505210876465
11,11500,0.8584489822387695,4.320407867431641,5.17885684967041,7.971662521362305
11,11750,-8.627596855163574,4.492846488952637,-4.1347503662109375,-2.7019200325012207
11,12000,-3.290677070617676,4.345098495483398,1.0544214248657227,8.323935508728027
11,12250,-7.309937477111816,4.683084964752197,-2.626852512359619,4.510982513427734
12,12500,-4.191684722900391,4.154720783233643,-0.03696393966674805,9.360068321228027
12,12750,0.12161540985107422,4.561832904815674,4.683448314666748,14.794785499572754
12,13000,-5.852094650268555,4.096934795379639,-1.755159854888916,12.712963104248047
12,13250,-7.578157424926758,4.213366985321045,-3.364790439605713,11.433756828308105
13,13500,2.354952812194824,3.9638831615448,6.318836212158203,15.484375953674316
13,13750,1.7282676696777344,4.278273582458496,6.0065412521362305,21.52779197692871
13,14000,1.6944204568862915,3.965589761734009,5.66001033782959,2.1970434188842773
13,14250,-1.1896936893463135,4.074028491973877,2.8843348026275635,0.7720880508422852
14,14500,-8.787579536437988,4.068653583526611,-4.718925952911377,8.70341682434082
14,14750,3.5543603897094727,3.946786403656006,7.5011467933654785,19.37417984008789
14,15000,-3.5743942260742188,4.017024993896484,0.4426307678222656,8.034639358520508
14,15250,-13.724369049072266,4.138392448425293,-9.585976600646973,11.75796890258789
15,15500,-3.2029266357421875,3.98465633392334,0.7817296981811523,9.286434173583984
15,15750,-12.246782302856445,3.8502466678619385,-8.396535873413086,22.910491943359375
15,16000,-5.5836334228515625,3.7197751998901367,-1.8638582229614258,19.28390121459961
15,16250,-8.832734107971191,3.982598304748535,-4.850135803222656,12.911551475524902
16,16500,5.073397636413574,3.8265137672424316,8.899911880493164,6.982237339019775
16,16750,-7.149503707885742,4.000176906585693,-3.149326801300049,18.842004776000977
16,17000,-8.807584762573242,3.732459783554077,-5.075124740600586,9.36336898803711
16,17250,3.3864898681640625,3.7500593662261963,7.13654899597168,20.30825424194336
16,17500,2.1510720252990723,3.7971620559692383,5.9482340812683105,7.573887825012207
17,17750,-2.3106746673583984,3.770543098449707,1.4598684310913086,16.64883804321289
17,18000,-6.134476661682129,3.5691287517547607,-2.565347909927368,5.885080337524414
17,18250,-1.224130630493164,3.6292436122894287,2.4051129817962646,19.91006851196289
17,18500,-7.938176155090332,3.748772382736206,-4.189403533935547,18.21356201171875
18,18750,-7.4501800537109375,3.8489363193511963,-3.601243734359741,16.88589096069336
18,19000,-11.652376174926758,3.7144179344177246,-7.937958240509033,13.603857040405273
18,19250,11.951372146606445,3.7364330291748047,15.68780517578125,16.85361671447754
18,19500,4.109796524047852,3.5919899940490723,7.701786518096924,15.739992141723633
19,19750,-9.355292320251465,3.420330286026001,-5.934962272644043,2.814821720123291
19,20000,-5.881223678588867,3.6793274879455566,-2.2018961906433105,17.91316032409668
19,20250,-11.708332061767578,3.288252830505371,-8.420079231262207,23.74587059020996
19,20500,-4.96140193939209,3.6293225288391113,-1.3320794105529785,17.43947982788086
20,20750,-1.093618392944336,3.779461145401001,2.685842752456665,23.439983367919922
20,21000,-10.26534652709961,3.61539888381958,-6.649947643280029,17.18410301208496
20,21250,3.8209266662597656,3.671069622039795,7.4919962882995605,21.580923080444336
20,21500,-3.272477149963379,3.6017303466796875,0.3292531967163086,17.700496673583984
21,21750,6.608488082885742,3.5952401161193848,10.203727722167969,24.64032745361328
21,22000,-17.759349822998047,3.3125715255737305,-14.446778297424316,26.939971923828125
21,22250,-8.098625183105469,3.648008108139038,-4.450616836547852,8.123278617858887
21,22500,-0.2811145782470703,3.6852288246154785,3.404114246368408,19.68949317932129
22,22750,-7.465276718139648,3.431905508041382,-4.0333709716796875,25.132139205932617
22,23000,1.7633295059204102,3.697702407836914,5.461031913757324,18.88595962524414
22,23250,-14.043024063110352,3.3577423095703125,-10.685281753540039,18.515567779541016
22,23500,-0.6385116577148438,3.85922908782959,3.220717430114746,5.558305740356445
23,23750,-15.42210865020752,3.6131467819213867,-11.808961868286133,2.4590494632720947
23,24000,-3.7848806381225586,3.3269972801208496,-0.457883358001709,12.975373268127441
23,24250,0.796839714050293,3.6940109729766846,4.490850448608398,15.692548751831055
23,24500,-12.568733215332031,4.444955825805664,-8.123777389526367,19.31855583190918
24,24750,0.15130853652954102,3.7893497943878174,3.9406583309173584,10.191007614135742
24,25000,-0.571406364440918,3.655959367752075,3.0845530033111572,10.71891975402832
24,25250,-18.442001342773438,3.994687795639038,-14.44731330871582,12.727789878845215
24,25500,-1.8970756530761719,4.48736572265625,2.590290069580078,26.248924255371094
24,25750,-13.48690128326416,3.691981077194214,-9.794919967651367,20.899124145507812
25,26000,-5.874543190002441,3.9974591732025146,-1.8770840167999268,11.125679969787598
25,26250,-0.6995210647583008,3.5901074409484863,2.8905863761901855,24.75214385986328
25,26500,4.111217498779297,3.986461639404297,8.097679138183594,21.692298889160156
25,26750,-15.552797317504883,3.820286273956299,-11.732511520385742,27.029266357421875
26,27000,0.04598808288574219,3.899953842163086,3.945941925048828,13.024900436401367
26,27250,-3.8609046936035156,3.921471118927002,0.06056642532348633,14.332179069519043
26,27500,4.856096267700195,3.582580089569092,8.438676834106445,22.882083892822266
26,27750,-3.481215476989746,3.861889362335205,0.380673885345459,17.93802261352539
27,28000,-13.639045715332031,3.8339738845825195,-9.805071830749512,18.018115997314453
27,28250,-2.1323843002319336,3.5865554809570312,1.4541711807250977,15.989818572998047
27,28500,-2.9163570404052734,3.8925294876098633,0.9761724472045898,24.5653076171875
27,28750,-9.090675354003906,3.7725722789764404,-5.318102836608887,5.651917457580566
28,29000,-8.633581161499023,3.9611334800720215,-4.672447681427002,22.053985595703125
28,29250,-1.9906558990478516,3.508089780807495,1.5174338817596436,21.713516235351562
28,29500,-17.635906219482422,3.555232286453247,-14.080674171447754,16.013349533081055
28,29750,-5.586651802062988,3.7480649948120117,-1.8385868072509766,18.9327449798584
29,30000,-8.060744285583496,4.026864528656006,-4.03387975692749,13.161460876464844
29,30250,7.605691909790039,3.477982997894287,11.083675384521484,16.524219512939453
29,30500,-12.854795455932617,3.6848199367523193,-9.169975280761719,9.95201301574707
29,30750,-7.086271286010742,4.25814151763916,-2.828129768371582,28.596837997436523
30,31000,-9.48779296875,3.8407135009765625,-5.6470794677734375,19.785009384155273
30,31250,-1.5879497528076172,3.983966112136841,2.3960163593292236,32.60108184814453
30,31500,-10.629583358764648,4.0052714347839355,-6.624311923980713,25.469438552856445
30,31750,-15.660816192626953,3.807243824005127,-11.853572845458984,12.432125091552734
31,32000,-5.107183456420898,3.5693633556365967,-1.5378201007843018,18.213226318359375
31,32250,-10.096617698669434,3.8710882663726807,-6.225529670715332,36.78122329711914
31,32500,-6.232669830322266,4.083465099334717,-2.149204730987549,29.186779022216797
31,32750,-15.215096473693848,3.858490228652954,-11.356606483459473,32.4129524230957
32,33000,-8.069498062133789,3.862004280090332,-4.207493782043457,20.386287689208984
32,33250,-9.481685638427734,3.7432146072387695,-5.738471031188965,15.131921768188477
32,33500,-15.145893096923828,4.234276294708252,-10.911617279052734,33.94652557373047
32,33750,-3.075895309448242,3.816776752471924,0.7408814430236816,40.92988586425781
32,34000,-9.267667770385742,3.9661974906921387,-5.3014702796936035,27.919368743896484
33,34250,-1.5904006958007812,4.340728759765625,2.7503280639648438,20.89767074584961
33,34500,-13.466365814208984,3.9940297603607178,-9.472335815429688,31.075489044189453
33,34750,-16.10093116760254,4.106492519378662,-11.994438171386719,27.744522094726562
33,35000,-11.16848373413086,4.473080635070801,-6.695403099060059,28.394733428955078
34,35250,-8.841297149658203,4.294604778289795,-4.546692371368408,16.893186569213867
34,35500,6.640867233276367,4.421162128448486,11.062028884887695,10.023512840270996
34,35750,-2.6757211685180664,3.9858510494232178,1.3101298809051514,18.05299186706543
34,36000,-24.065204620361328,4.1938090324401855,-19.871395111083984,9.577828407287598
35,36250,-30.68133544921875,4.235119819641113,-26.446216583251953,14.173531532287598
35,36500,-4.631050109863281,4.11171817779541,-0.5193319320678711,31.114521026611328
35,36750,-9.313167572021484,4.143338203430176,-5.169829368591309,25.123672485351562
35,37000,-10.370084762573242,3.8294668197631836,-6.540617942810059,29.027938842773438
36,37250,-2.4128265380859375,4.232686519622803,1.8198599815368652,38.88916778564453
36,37500,-6.6293792724609375,4.024517059326172,-2.6048622131347656,18.157485961914062
36,37750,-3.7867660522460938,4.209357261657715,0.4225912094116211,25.99911880493164
36,38000,-7.46966552734375,3.9737396240234375,-3.4959259033203125,21.26773452758789
37,38250,-9.151765823364258,3.897812604904175,-5.253952980041504,37.48754119873047
37,38500,2.244089126586914,3.8687868118286133,6.112875938415527,28.352195739746094
37,38750,-0.8794736862182617,4.1177873611450195,3.238313674926758,19.721923828125
37,39000,-9.639050483703613,3.954558849334717,-5.6844916343688965,29.245418548583984
38,39250,-8.891483306884766,4.021457195281982,-4.870026111602783,35.63172912597656
38,39500,-14.917318344116211,4.017061233520508,-10.900257110595703,30.644136428833008
38,39750,-7.152530670166016,4.183053493499756,-2.9694771766662598,38.708892822265625
38,40000,-7.746372222900391,4.142722129821777,-3.6036500930786133,27.69339370727539
39,40250,-14.884906768798828,4.251646995544434,-10.633259773254395,21.980995178222656
39,40500,-12.99953842163086,4.010761260986328,-8.988777160644531,14.633641242980957
39,40750,1.8210334777832031,4.490494728088379,6.311528205871582,40.0371208190918
39,41000,-6.626466751098633,4.91963005065918,-1.7068367004394531,30.36355972290039
40,41250,-11.31134033203125,4.283111095428467,-7.028229236602783,35.85803985595703
40,41500,-17.233287811279297,4.281505584716797,-12.9517822265625,27.66434669494629
40,41750,-11.22711181640625,3.7995333671569824,-7.427578449249268,30.053495407104492
40,42000,-8.43423080444336,3.833770751953125,-4.600460052490234,34.9373779296875
40,42250,-16.54183578491211,4.489328384399414,-12.052507400512695,41.31427764892578
41,42500,-4.2608795166015625,4.199716091156006,-0.06116342544555664,35.99420928955078
41,42750,-11.972217559814453,4.209978103637695,-7.762239456176758,34.37562561035156
41,43000,-12.341991424560547,4.046802520751953,-8.295188903808594,36.54411697387695
41,43250,-6.287286758422852,3.927788496017456,-2.3594982624053955,29.056486129760742
