iteration,epoch,wd,gradient_penality,wd_loss,generator_loss
0,0,0.00021592318080365658,9.999423027038574,9.999638557434082,0.00371573050506413
0,250,-14.086753845214844,8.585259437561035,-5.501494407653809,5.218245029449463
0,500,-1.9239387512207031,7.9937357902526855,6.069797039031982,-15.28099250793457
1,750,1.5890254974365234,8.594208717346191,10.183234214782715,-19.754119873046875
1,1000,-15.29251480102539,5.460424900054932,-9.832090377807617,4.9461669921875
2,1250,-6.937811851501465,5.777736186981201,-1.1600756645202637,-11.01620864868164
2,1500,-7.241162300109863,5.113923072814941,-2.127239227294922,-10.213797569274902
3,1750,-6.616611480712891,4.8508734703063965,-1.7657380104064941,-16.317493438720703
3,2000,-13.858154296875,4.570713043212891,-9.28744125366211,10.155312538146973
4,2250,-8.805530548095703,4.933152198791504,-3.872378349304199,5.309261322021484
4,2500,-15.296835899353027,4.455670356750488,-10.841165542602539,15.461904525756836
5,2750,-13.111499786376953,5.248445510864258,-7.863054275512695,17.92700958251953
5,3000,-10.854513168334961,5.275326728820801,-5.57918643951416,23.672122955322266
6,3250,-29.52582359313965,5.470893859863281,-24.054929733276367,14.999216079711914
6,3500,-12.005168914794922,5.89280366897583,-6.112365245819092,30.22317886352539
7,3750,-12.054097175598145,5.821380138397217,-6.232717037200928,22.88050079345703
7,4000,-16.453937530517578,5.207905292510986,-11.24603271484375,10.372987747192383
8,4250,-8.978415489196777,5.115664482116699,-3.862751007080078,12.260998725891113
8,4500,-39.20182418823242,5.851147174835205,-33.350677490234375,0.4856722354888916
9,4750,-18.417728424072266,5.291618824005127,-13.126110076904297,19.24762725830078
9,5000,-22.411468505859375,5.731051445007324,-16.680416107177734,0.5749126672744751
10,5250,-16.113876342773438,4.456789016723633,-11.657087326049805,13.530984878540039
10,5500,-9.142986297607422,4.669188976287842,-4.47379732131958,-8.795806884765625
11,5750,-18.68101692199707,5.327077388763428,-13.353939056396484,-3.774287223815918
11,6000,-39.80220413208008,4.741838455200195,-35.06036376953125,43.670745849609375
12,6250,-14.77187728881836,4.94115686416626,-9.830720901489258,-13.61048698425293
12,6500,-28.23975372314453,6.172632217407227,-22.067121505737305,46.968116760253906
13,6750,-48.02178955078125,10.00932502746582,-38.01246643066406,58.058692932128906
13,7000,-1.861032485961914,5.11527156829834,3.254239082336426,-10.202507019042969
14,7250,-14.753390312194824,4.73504114151001,-10.018348693847656,-7.715738296508789
14,7500,-6.689111709594727,6.02324104309082,-0.6658706665039062,30.765609741210938
15,7750,-19.31427764892578,5.360887050628662,-13.953390121459961,5.885664939880371
15,8000,-46.103919982910156,10.980111122131348,-35.123809814453125,59.952091217041016
15,8250,-8.910720825195312,6.736415863037109,-2.174304962158203,-7.5369672775268555
16,8500,-44.8721923828125,5.150867462158203,-39.7213249206543,-4.398565292358398
16,8750,-17.028228759765625,6.662627220153809,-10.365601539611816,-31.544692993164062
17,9000,-23.145362854003906,6.040225982666016,-17.10513687133789,-23.293134689331055
17,9250,-34.33330535888672,5.236030578613281,-29.097274780273438,31.348304748535156
18,9500,-32.66545486450195,5.749828338623047,-26.915626525878906,5.14013671875
18,9750,-19.123353958129883,4.43914270401001,-14.684211730957031,-9.560457229614258
19,10000,-33.49214172363281,5.005953311920166,-28.486188888549805,47.605674743652344
19,10250,-35.98396682739258,3.9885144233703613,-31.995452880859375,-8.163965225219727
20,10500,2.924579620361328,3.7081823348999023,6.6327619552612305,-51.074562072753906
20,10750,-17.59705352783203,5.517055988311768,-12.079998016357422,28.560293197631836
21,11000,-3.8677148818969727,4.623291969299316,0.7555770874023438,21.976760864257812
21,11250,-21.678646087646484,4.689309597015381,-16.989336013793945,43.4625244140625
22,11500,-20.976652145385742,5.64333963394165,-15.33331298828125,0.6869418025016785
22,11750,0.42301034927368164,5.919818878173828,6.34282922744751,7.232848644256592
23,12000,7.727995872497559,4.085199356079102,11.81319522857666,-0.5311541557312012
23,12250,-7.84758186340332,5.974163055419922,-1.8734188079833984,-19.147911071777344
24,12500,-2.238152027130127,4.567107677459717,2.32895565032959,-4.408547878265381
24,12750,-13.90575885772705,5.2298264503479,-8.675931930541992,16.94135284423828
25,13000,-16.38077163696289,4.51881217956543,-11.861959457397461,4.441983699798584
25,13250,-4.9926300048828125,3.8404524326324463,-1.1521775722503662,-19.978607177734375
26,13500,-10.443151473999023,4.34597110748291,-6.097180366516113,5.972527980804443
26,13750,-26.612138748168945,7.456917762756348,-19.15522003173828,16.59041976928711
27,14000,-6.275814056396484,3.64591121673584,-2.6299028396606445,-25.056968688964844
27,14250,-3.2462081909179688,3.9599039554595947,0.713695764541626,21.908058166503906
28,14500,-9.585062026977539,4.049402236938477,-5.5356597900390625,30.474960327148438
28,14750,-16.178184509277344,3.4546995162963867,-12.723484992980957,2.9181017875671387
29,15000,-8.349861145019531,3.588926315307617,-4.760934829711914,12.464715957641602
29,15250,15.840167999267578,4.31239652633667,20.152565002441406,23.40584945678711
30,15500,4.126459121704102,4.419400215148926,8.545859336853027,32.37188720703125
30,15750,-7.080192565917969,4.09528923034668,-2.984903335571289,9.76993179321289
31,16000,7.396413803100586,3.4213950634002686,10.817809104919434,25.65915298461914
31,16250,-0.1262359619140625,3.6539740562438965,3.527738094329834,44.33476257324219
31,16500,-5.150932788848877,3.9015822410583496,-1.2493505477905273,19.92717933654785
32,16750,2.8712997436523438,4.1048903465271,6.976190090179443,34.241546630859375
32,17000,1.4511775970458984,4.650279998779297,6.101457595825195,31.905412673950195
33,17250,-10.087276458740234,4.500178813934326,-5.587097644805908,66.63692474365234
33,17500,-12.185142517089844,4.339606285095215,-7.845536231994629,35.39616394042969
34,17750,-26.712512969970703,4.21319055557251,-22.49932289123535,35.43054962158203
34,18000,-13.73208236694336,4.53671407699585,-9.195367813110352,60.17479705810547
35,18250,-22.679363250732422,4.3050737380981445,-18.374290466308594,37.833675384521484
35,18500,-5.663291931152344,5.002565383911133,-0.6607265472412109,47.69181442260742
36,18750,-10.532516479492188,4.525847434997559,-6.006669044494629,49.99186706542969
36,19000,-11.246177673339844,4.503617286682129,-6.742560386657715,39.637908935546875
37,19250,-11.01315689086914,4.983205318450928,-6.029951572418213,28.9841365814209
37,19500,-12.720406532287598,4.831552982330322,-7.888853549957275,20.92757225036621
38,19750,-36.36598205566406,5.188823223114014,-31.17715835571289,52.20006561279297
38,20000,-25.6822509765625,5.56178092956543,-20.12047004699707,63.26911926269531
39,20250,-21.46417236328125,5.27706241607666,-16.187110900878906,38.54535675048828
39,20500,-19.83429718017578,4.4978251457214355,-15.336471557617188,69.41099548339844
40,20750,-30.527618408203125,4.939640998840332,-25.58797836303711,34.514862060546875
40,21000,-23.596477508544922,6.107812881469727,-17.488664627075195,69.49566650390625
41,21250,-7.768928527832031,5.443314552307129,-2.3256139755249023,43.059654235839844
41,21500,-13.379264831542969,5.922877311706543,-7.456387519836426,50.4842529296875
42,21750,-30.786237716674805,5.7977728843688965,-24.98846435546875,48.022216796875
42,22000,-7.308353424072266,5.301599502563477,-2.006753921508789,47.18828582763672
43,22250,-18.22093963623047,6.216061115264893,-12.004878997802734,50.14064025878906
43,22500,1.1342906951904297,6.448793411254883,7.5830841064453125,21.74843978881836
44,22750,-25.846446990966797,6.139107704162598,-19.707340240478516,40.490386962890625
44,23000,-7.988075256347656,6.379061222076416,-1.6090140342712402,48.69275665283203
45,23250,4.734172821044922,6.178591728210449,10.912764549255371,24.761547088623047
